date,min,max,median,q1,q3,stdev,count
2023-12-20T00:00:00.000Z,1.1,102.57,2.7,1.7,3.5,4.469,584
2023-12-21T00:00:00.000Z,1.1,23.27,2.1,1.47,3.53,2.137,583
2023-12-22T00:00:00.000Z,1.27,46.37,3.3,2.1,5.63,3.236,575
2023-12-23T00:00:00.000Z,0.93,73.77,1.53,1.3,2.23,4.368,584
2023-12-24T00:00:00.000Z,1.5,23.33,2.4,2.02,3.7,2.848,583
2023-12-25T00:00:00.000Z,1.5,40.4,2.52,2.2,3.03,2.683,585
2023-12-26T00:00:00.000Z,1.5,116.7,2.8,2.29,4.2,13.516,506
2023-12-27T00:00:00.000Z,1,212.57,1.7,1.4,2.52,11.805,579
2023-12-28T00:00:00.000Z,0.9,26.2,1.9,1.39,2.43,1.289,585
2023-12-29T00:00:00.000Z,0.73,11,1.6,1.3,2.2,1.062,574
2023-12-30T00:00:00.000Z,1.1,30.53,2.5,2.02,2.97,2.805,583
2023-12-31T00:00:00.000Z,1.5,19,2.5,2,3.53,1.429,572
2024-01-01T00:00:00.000Z,2.5,66.17,3.67,3.4,3.97,2.643,577
2024-01-02T00:00:00.000Z,1.4,28.3,2.27,2,2.52,1.26,491
2024-01-03T00:00:00.000Z,1.53,14.4,2.2,2.02,2.4,0.882,525
2024-01-04T00:00:00.000Z,1.6,79.67,2.83,2.52,3.8,5.101,439
2024-01-05T00:00:00.000Z,1.8,90.13,3.57,2.33,5.97,6.269,581
2024-01-06T00:00:00.000Z,2,47.1,3.8,2.99,5.19,3.989,584
2024-01-07T00:00:00.000Z,1.53,78.8,3.2,2.52,4.55,5.626,576
2024-01-08T00:00:00.000Z,1.7,60.1,2.7,2.29,3.2,6.243,581
2024-01-09T00:00:00.000Z,0.8,36.93,2.5,1.93,2.87,3.483,584
2024-01-10T00:00:00.000Z,0.6,97.57,1.3,1,1.93,11.632,579
2024-01-11T00:00:00.000Z,0.6,24.73,1.1,0.9,1.69,2.017,584
2024-01-12T00:00:00.000Z,0.6,74.9,1,0.8,1.7,5.444,587
2024-01-13T00:00:00.000Z,1.37,127.63,2.6,2.02,5.7,12.847,585
2024-01-14T00:00:00.000Z,0.8,11.07,1.5,1.23,2.1,1.157,580
2024-01-15T00:00:00.000Z,0.8,65.5,1.2,1.03,1.5,6.018,585
2024-01-16T00:00:00.000Z,0.97,98.03,2.29,1.4,3.83,10.108,579
2024-01-17T00:00:00.000Z,0.8,16.97,2.29,1.47,3,1.411,581
2024-01-18T00:00:00.000Z,1,63.9,1.6,1.37,2.1,5.948,588
2024-01-19T00:00:00.000Z,1.12,96.07,4.05,2.1,12.48,11.336,580
2024-01-20T00:00:00.000Z,1.9,43.13,5.5,3,9.1,6.943,586
2024-01-21T00:00:00.000Z,2.43,24.97,5.19,4.03,7.3,2.483,440
2024-01-22T00:00:00.000Z,0.53,31.17,6.25,3.69,7.3,2.956,580
2024-01-23T00:00:00.000Z,0.47,37,2.49,0.9,4.87,3.288,578
2024-01-24T00:00:00.000Z,0.6,151.57,1,0.83,1.67,6.749,554
2024-01-25T00:00:00.000Z,0.6,76.73,1.1,0.9,1.6,4.265,586
2024-01-26T00:00:00.000Z,0.63,12.2,1.93,1.4,3.22,1.663,589
2024-01-27T00:00:00.000Z,0.77,277.73,3.2,1.57,5.47,14.744,584
2024-01-28T00:00:00.000Z,1.1,64.3,4,2.9,4.8,2.879,588
2024-01-29T00:00:00.000Z,1.2,176.8,9.19,3.3,14.47,10.59,587
2024-01-30T00:00:00.000Z,1.6,16.7,3.03,2.47,4.09,2.162,583
2024-01-31T00:00:00.000Z,0.8,6.9,2.31,1.4,3.12,1.028,588
2024-02-01T00:00:00.000Z,0.8,49.73,1.63,1.3,2,2.601,549
2024-02-02T00:00:00.000Z,0.5,14.27,2.8,1.5,3.73,1.633,534
2024-02-03T00:00:00.000Z,0.77,54.77,1.43,1.2,1.8,2.59,500
2024-02-04T00:00:00.000Z,0.7,5.77,1.1,1,1.39,0.379,568
2024-02-05T00:00:00.000Z,0.7,43.37,1.3,1.03,1.95,2.977,585
2024-02-06T00:00:00.000Z,1.3,20.39,2.1,1.8,2.5,1.97,586
2024-02-07T00:00:00.000Z,1.5,25.47,2.29,1.9,3.87,1.956,578
2024-02-08T00:00:00.000Z,2.87,22.97,5.7,4.67,7.25,2.272,560
2024-02-09T00:00:00.000Z,2.4,37.53,4,3.4,4.7,3.343,580
2024-02-10T00:00:00.000Z,2.29,11.57,3.93,3.2,4.67,1.14,576
2024-02-11T00:00:00.000Z,2.93,25.4,4,3.73,4.3,1.363,582
2024-02-12T00:00:00.000Z,2.8,15.07,4.5,3.89,5.23,1.062,581
2024-02-13T00:00:00.000Z,2.5,49.87,3.9,3.5,4.57,3.582,575
2024-02-14T00:00:00.000Z,3.47,19.32,8.02,5.27,11.17,3.314,587
2024-02-15T00:00:00.000Z,3,40.07,8.07,6.1,12.74,6.667,569
2024-02-16T00:00:00.000Z,0.5,40.86,3.8,1.9,5.9,5.281,584
2024-02-17T00:00:00.000Z,0.5,14.2,0.8,0.7,1.1,1.037,587
2024-02-18T00:00:00.000Z,0.8,7.97,1.53,1.33,1.77,0.645,585
2024-02-19T00:00:00.000Z,0.63,12.7,1.6,1.1,1.9,0.798,588
2024-02-20T00:00:00.000Z,0.8,26.03,1.6,1.27,4.8,2.935,582
2024-02-21T00:00:00.000Z,0.5,14.73,2.43,1.59,4.63,2.26,584
2024-02-22T00:00:00.000Z,2.77,54.63,12.42,8.27,18.64,8.006,584
2024-02-23T00:00:00.000Z,0.73,81.2,2.33,1.53,11.89,17.409,584
2024-02-24T00:00:00.000Z,1.4,38.22,2.7,2.1,3.2,1.75,588
2024-02-25T00:00:00.000Z,1.9,33.7,4.53,3,8.3,3.12,583
2024-02-26T00:00:00.000Z,1.1,47.13,4.53,2.85,5.8,3.211,581
2024-02-27T00:00:00.000Z,1.6,21.43,3.57,2.9,4.25,1.825,565
2024-02-28T00:00:00.000Z,2.67,11.8,6.03,4.47,6.5,1.296,563
2024-02-29T00:00:00.000Z,3.03,16.77,8,6.35,8.8,2.305,585
2024-03-01T00:00:00.000Z,8.1,48.57,17.53,14.3,21.33,6.31,527
2024-03-02T00:00:00.000Z,6.67,78.47,30.02,16.35,43.09,15.281,580
2024-03-03T00:00:00.000Z,13.37,71.53,20.52,16.5,30.3,12.406,584
2024-03-04T00:00:00.000Z,7.6,18.7,12.17,10.25,14.43,2.767,577
2024-03-05T00:00:00.000Z,2.6,13.53,7.1,5.18,8.11,2.101,581
2024-03-06T00:00:00.000Z,1.4,154.6,2.8,2.2,3.4,10.102,583
2024-03-07T00:00:00.000Z,0.85,139.72,2.87,1.8,3.23,6.291,563
2024-03-08T00:00:00.000Z,1.67,5.27,2.7,2.2,3.17,0.677,578
2024-03-09T00:00:00.000Z,1.27,9.52,2.1,1.8,2.83,0.857,573
2024-03-10T00:00:00.000Z,1.77,11.6,2.69,2.42,2.9,0.535,580
2024-03-11T00:00:00.000Z,1.5,13.07,2.57,2.17,2.87,0.884,548
2024-03-12T00:00:00.000Z,1.8,8.4,3.39,2.6,4.33,1.065,576
2024-03-13T00:00:00.000Z,3.47,25.27,5.6,4.87,7.97,5.609,571
2024-03-14T00:00:00.000Z,0.73,27.63,1.4,1.1,7.64,8.293,577
2024-03-15T00:00:00.000Z,1.1,58.3,13.63,9.07,16.92,6.537,581
2024-03-16T00:00:00.000Z,0.5,20.77,1.1,0.83,4.22,2.995,584
2024-03-17T00:00:00.000Z,0.6,33.5,1,0.9,1.2,2.346,568
2024-03-18T00:00:00.000Z,0.8,3.8,1.33,1.2,1.5,0.341,583
2024-03-19T00:00:00.000Z,1,9.57,1.9,1.7,2.29,0.743,587
2024-03-20T00:00:00.000Z,1.6,9.17,5.8,4.8,6.97,1.757,584
2024-03-21T00:00:00.000Z,0.7,9.77,2.13,1.3,3.87,1.525,511
2024-03-22T00:00:00.000Z,0.7,6.7,3.17,1.83,4.2,1.492,507
2024-03-23T00:00:00.000Z,2.1,5.93,3.57,3.1,4.2,0.767,538
2024-03-24T00:00:00.000Z,0.7,11.7,2.7,1.5,3.2,1.339,570
2024-03-25T00:00:00.000Z,1.87,19.97,3.67,2.97,4.3,1.45,587
2024-03-26T00:00:00.000Z,1.7,19.63,3.87,3.33,4.53,2.949,590
2024-03-27T00:00:00.000Z,6.45,25.03,12.97,9.13,14.83,3.585,587
2024-03-28T00:00:00.000Z,3.8,23.4,12.49,6.85,15.83,4.939,584
2024-03-29T00:00:00.000Z,1.6,22.57,9.57,3.5,11.7,4.855,367
2024-03-30T00:00:00.000Z,1.1,11.27,3.6,2.1,5.89,2.658,576
2024-03-31T00:00:00.000Z,2.78,13.9,5.67,4.73,6.97,1.734,586
2024-04-01T00:00:00.000Z,0.4,8.02,1,0.68,3.9,2.165,534
2024-04-02T00:00:00.000Z,1.1,5.6,2.27,1.9,3.5,1.032,583
2024-04-03T00:00:00.000Z,0.73,3.7,1.2,1.07,1.4,0.271,587
2024-04-04T00:00:00.000Z,1.23,6.13,1.8,1.6,2.33,0.569,585
2024-04-05T00:00:00.000Z,0.8,19.3,2,1.23,3.2,2.247,585
2024-04-06T00:00:00.000Z,0.6,38.83,1.2,0.73,5.83,5.539,587
2024-04-07T00:00:00.000Z,0.7,30.37,3.97,2.7,8.55,5.581,585
2024-04-08T00:00:00.000Z,2.33,9.05,3.47,3.08,4.03,0.704,583
2024-04-09T00:00:00.000Z,1.17,6.4,2.4,1.9,3.3,0.977,582
2024-04-10T00:00:00.000Z,0.67,5.9,2,1.2,3.07,1.187,578
2024-04-11T00:00:00.000Z,1.2,6,3.4,2.4,4,1.027,566
2024-04-12T00:00:00.000Z,0.73,34.42,4.53,1.35,6.3,2.995,563
2024-04-13T00:00:00.000Z,0.6,13.05,2.1,1.3,3.03,1.105,582
2024-04-14T00:00:00.000Z,0.4,8.4,0.8,0.6,1.8,0.891,588
2024-04-15T00:00:00.000Z,0.4,1.6,0.8,0.65,0.9,0.195,586
2024-04-16T00:00:00.000Z,0.5,2.4,1,0.8,1.2,0.234,590
2024-04-17T00:00:00.000Z,0.5,169.5,1.1,0.8,1.5,10.032,585
2024-04-18T00:00:00.000Z,1.2,5.37,2.1,1.63,3,0.941,585
2024-04-19T00:00:00.000Z,2.7,6.87,3.9,3.5,4.37,0.753,582
2024-04-20T00:00:00.000Z,0.8,5.09,1.79,1.3,3.47,1.225,564
2024-04-21T00:00:00.000Z,1.27,3.8,2,1.7,2.6,0.567,589
2024-04-22T00:00:00.000Z,1.47,3.9,2.7,2.47,2.93,0.44,380
2024-04-23T00:00:00.000Z,0.8,5.83,1.32,1.05,3.67,1.485,582
2024-04-24T00:00:00.000Z,0.7,6.63,1.8,1.26,2.2,0.626,584
2024-04-25T00:00:00.000Z,1.73,12.33,3.33,2.6,4.92,2.657,581
2024-04-26T00:00:00.000Z,1,13.8,2,1.7,4.57,1.743,569
2024-04-27T00:00:00.000Z,0.6,30.07,1.7,1.1,2.29,2.247,581
2024-04-28T00:00:00.000Z,1.6,9.33,3.8,3.1,4.59,1.361,590
2024-04-29T00:00:00.000Z,0.9,17.77,2.4,1.33,9.4,4.497,586
2024-04-30T00:00:00.000Z,0.6,4.4,1.9,1.02,2.87,1.016,588
2024-05-01T00:00:00.000Z,0.7,5.7,1.27,1,2.9,1.185,550
2024-05-02T00:00:00.000Z,0.52,2.29,1.02,0.9,1.2,0.229,589
2024-05-03T00:00:00.000Z,0.63,6.45,1.27,1.05,1.5,0.441,588
2024-05-04T00:00:00.000Z,0.6,3.8,2.09,1.4,2.7,0.726,372
2024-05-05T00:00:00.000Z,1.67,21.9,2.8,2.23,4.25,1.513,451
2024-05-06T00:00:00.000Z,0.93,3.35,1.7,1.38,2.1,0.461,575
2024-05-07T00:00:00.000Z,1.17,41.72,1.6,1.5,1.7,2.164,480
2024-05-08T00:00:00.000Z,0.87,41.6,2.77,1.73,4.2,2.773,475
2024-05-09T00:00:00.000Z,3.05,13.9,7.7,6.17,9.76,2.455,589
2024-05-10T00:00:00.000Z,0.56,6.3,1.05,0.9,1.27,0.886,584
2024-05-11T00:00:00.000Z,0.5,65.4,1,0.88,1.26,4.432,588
2024-05-12T00:00:00.000Z,0.6,2.65,1.1,0.9,1.4,0.398,587
2024-05-13T00:00:00.000Z,1,4,1.75,1.48,2.7,0.721,587
2024-05-14T00:00:00.000Z,1.05,4.76,1.85,1.6,2.97,0.783,586
2024-05-15T00:00:00.000Z,0.5,3.42,1.8,1.2,2.41,0.706,589
2024-05-16T00:00:00.000Z,1.73,5.2,2.78,2.47,3.53,0.765,582
2024-05-17T00:00:00.000Z,2.75,7.2,4.13,3.6,5,0.965,585
2024-05-18T00:00:00.000Z,2.52,7.7,4,3.42,5.6,1.293,589
2024-05-19T00:00:00.000Z,0.98,9.07,3.1,2.7,6.53,2.124,586
2024-05-20T00:00:00.000Z,0.6,1.57,1,0.9,1.1,0.151,579
2024-05-21T00:00:00.000Z,0.3,1.5,0.8,0.6,1,0.217,586
2024-05-22T00:00:00.000Z,0.8,2.6,1.3,1.1,1.6,0.357,583
2024-05-23T00:00:00.000Z,1,5.3,2.6,1.43,3.3,1.063,586
2024-05-24T00:00:00.000Z,4.13,39.17,15.27,8.43,18.1,7.986,543
2024-05-25T00:00:00.000Z,4,44.08,10.77,7.03,19.16,9.521,589
2024-05-26T00:00:00.000Z,1.6,20.17,5.22,4.03,11.65,5.083,590
2024-05-27T00:00:00.000Z,2.02,14.18,6.12,4.68,7.38,2.195,582
2024-05-28T00:00:00.000Z,2.25,22.43,5.05,3.67,13.5,5.719,587
2024-05-29T00:00:00.000Z,0.7,7.78,1.52,1.2,3,1.984,588
2024-05-30T00:00:00.000Z,1,6.2,2.25,1.63,3.4,1.235,588
2024-05-31T00:00:00.000Z,2.22,7.3,4.18,3.67,5,0.89,585
2024-06-01T00:00:00.000Z,2.72,9.07,4.53,3.8,6.2,1.545,550
2024-06-02T00:00:00.000Z,1.75,9.4,3.87,2.67,5.9,1.904,574
2024-06-03T00:00:00.000Z,0.93,12.05,6.09,3.17,8.18,3.081,586
2024-06-04T00:00:00.000Z,0.93,3.5,1.83,1.5,2.22,0.507,588
2024-06-05T00:00:00.000Z,1.2,4.57,2.44,2.02,3,0.622,584
2024-06-06T00:00:00.000Z,1,8.23,3.33,2.47,4.26,1.514,585
2024-06-07T00:00:00.000Z,1,6.43,2.13,1.76,3.4,1.437,589
2024-06-08T00:00:00.000Z,1.38,8.18,3.3,2.63,4.63,1.414,520
2024-06-09T00:00:00.000Z,0.9,4.3,2.13,1.6,3.03,0.786,583
2024-06-10T00:00:00.000Z,0.3,4.53,1,0.6,1.6,1.074,582
2024-06-11T00:00:00.000Z,0.4,1.87,0.75,0.6,1,0.32,585
2024-06-12T00:00:00.000Z,0.4,2.38,0.93,0.73,1.3,0.347,559
2024-06-13T00:00:00.000Z,0.98,5.93,2.15,1.58,3.19,1.032,580
2024-06-14T00:00:00.000Z,1.3,5.72,2.97,2.4,3.57,0.834,586
2024-06-15T00:00:00.000Z,1.1,5.97,2.22,1.73,4,1.248,510
2024-06-16T00:00:00.000Z,0.7,7.88,2.02,1.3,3.13,1.765,584
2024-06-17T00:00:00.000Z,0.9,5.93,1.98,1.5,2.85,0.934,586
2024-06-18T00:00:00.000Z,0.85,5.47,2.25,1.8,2.88,0.914,585
2024-06-19T00:00:00.000Z,0.5,5.68,1.35,0.9,2.4,1.333,584
2024-06-20T00:00:00.000Z,0.6,7.93,2.5,1.3,5.22,2.128,579
2024-06-21T00:00:00.000Z,0.9,9.52,2.38,1.8,6.69,2.56,437
2024-06-22T00:00:00.000Z,0.7,135.05,2.33,1.23,3.16,5.782,581
2024-06-23T00:00:00.000Z,0.7,7.97,1.4,1.2,1.73,0.463,584
2024-06-24T00:00:00.000Z,0.8,7.1,1.8,1.3,2.72,1.263,579
2024-06-25T00:00:00.000Z,1.38,4.18,2.52,2,2.97,0.633,587
2024-06-26T00:00:00.000Z,0.88,3.4,1.5,1.3,2.22,0.591,587
2024-06-27T00:00:00.000Z,1.8,5.13,2.6,2.4,2.92,0.376,584
2024-06-28T00:00:00.000Z,3.2,19.92,6,4.95,8.76,3.326,588
2024-06-29T00:00:00.000Z,1.05,4.4,1.88,1.55,2.2,0.671,588
2024-06-30T00:00:00.000Z,1.6,3.9,2.6,2.29,2.85,0.431,586
2024-07-01T00:00:00.000Z,0.77,7.88,1.8,1.23,3.65,1.823,570
2024-07-02T00:00:00.000Z,1.08,4.45,2.29,1.9,3.22,0.792,583
2024-07-03T00:00:00.000Z,0.9,4.59,2.1,1.6,2.99,0.86,585
2024-07-04T00:00:00.000Z,0.6,3.9,1.4,1.04,2.2,0.825,588
2024-07-05T00:00:00.000Z,0.7,3.67,1.8,1.45,2.27,0.615,587
2024-07-06T00:00:00.000Z,1.05,10.95,2.6,2.08,4.32,1.795,588
2024-07-07T00:00:00.000Z,1.1,6.3,1.92,1.67,2.29,0.78,590
2024-07-08T00:00:00.000Z,0.7,9.13,1.5,1.2,2.38,0.768,568
2024-07-09T00:00:00.000Z,0.63,4.5,1.52,1,2.82,1.006,584
2024-07-10T00:00:00.000Z,0.8,23.42,2.2,1.76,6.05,3.062,588
2024-07-11T00:00:00.000Z,1.7,13.75,3.1,2.63,5.05,2.062,583
2024-07-12T00:00:00.000Z,0.8,6.22,1.7,1.25,3.05,1.537,588
2024-07-13T00:00:00.000Z,0.5,6.38,1.5,1.04,3.49,1.537,588
2024-07-14T00:00:00.000Z,0.5,3.1,1.2,0.93,1.6,0.462,587
2024-07-15T00:00:00.000Z,1.55,31.77,2.9,2.42,3.42,1.396,587
2024-07-16T00:00:00.000Z,0.6,17.57,1.8,1.14,3.98,2.1,589
2024-07-17T00:00:00.000Z,0.75,5.47,1.6,1.3,3.43,1.295,585
2024-07-18T00:00:00.000Z,0.4,4.82,1.1,0.65,2,1.02,588
2024-07-19T00:00:00.000Z,0.5,5.75,1.5,0.9,3.6,1.492,580
2024-07-20T00:00:00.000Z,0.55,7.05,2.27,1.27,4.09,1.882,587
2024-07-21T00:00:00.000Z,2.65,10.05,4.9,3.6,6.1,1.721,589
2024-07-22T00:00:00.000Z,3.5,12.73,5.85,4.93,7.8,2.155,583
2024-07-23T00:00:00.000Z,1.23,18.17,3.01,2.33,8.03,4.101,588
2024-07-24T00:00:00.000Z,1.5,6.25,3.1,2.5,3.9,0.997,587
2024-07-25T00:00:00.000Z,0.8,8.02,1.6,1.2,3.38,1.703,583
2024-07-26T00:00:00.000Z,1.08,7.18,2.12,1.7,4.01,1.836,588
2024-07-27T00:00:00.000Z,0.9,6.18,2.54,1.4,3.28,1.288,590
2024-07-28T00:00:00.000Z,0.4,7.3,1.1,0.8,3.67,1.891,590
2024-07-29T00:00:00.000Z,0.3,2.38,1.1,0.7,1.3,0.431,587
2024-07-30T00:00:00.000Z,0.9,4.97,2.24,1.5,2.91,0.991,556
2024-07-31T00:00:00.000Z,0.56,8.55,2.17,0.9,4.62,2.275,557
2024-08-01T00:00:00.000Z,0.8,2.4,1.3,1.1,1.6,0.323,562
2024-08-02T00:00:00.000Z,0.93,88.53,1.7,1.33,2.35,5.684,574
2024-08-03T00:00:00.000Z,1.7,6.72,3.33,2.47,3.9,0.942,575
2024-08-04T00:00:00.000Z,3.2,10.23,4.8,4.07,6.57,1.746,543
2024-08-05T00:00:00.000Z,3.47,9.43,5.07,4.2,6.2,1.304,553
2024-08-06T00:00:00.000Z,3.7,13.9,5.57,4.95,6.2,1.391,545
2024-08-07T00:00:00.000Z,4.43,13.48,7,6.15,8.4,2.116,555
2024-08-08T00:00:00.000Z,1.4,10.18,4.7,2.97,6.55,2.098,566
2024-08-09T00:00:00.000Z,1.63,7.55,3.65,2.85,4.4,1.025,538
2024-08-10T00:00:00.000Z,0.75,5.09,2.17,1.58,2.99,0.936,545
2024-08-11T00:00:00.000Z,0.3,2.97,0.8,0.5,1.1,0.532,569
2024-08-12T00:00:00.000Z,0.3,1.38,0.6,0.5,0.7,0.176,534
2024-08-13T00:00:00.000Z,0.3,1.88,1,0.7,1.17,0.303,556
2024-08-14T00:00:00.000Z,0.8,3.92,1.4,1.23,1.51,0.244,525
2024-08-15T00:00:00.000Z,1.5,4.82,2.88,2.29,3.45,0.719,481
2024-08-16T00:00:00.000Z,0.5,5.22,1.3,0.85,2.92,1.295,450
2024-08-17T00:00:00.000Z,1,8.25,1.82,1.5,2.29,1.268,544
2024-08-18T00:00:00.000Z,1.9,6.8,3.1,2.82,3.79,0.87,540
2024-08-19T00:00:00.000Z,1,6.97,1.97,1.6,4.55,1.695,546
2024-08-20T00:00:00.000Z,2.4,5.15,3.7,3.35,4,0.473,531
2024-08-21T00:00:00.000Z,2.17,30.13,7.3,5.21,8.43,3.403,544
2024-08-22T00:00:00.000Z,1.17,9.27,3.4,2.78,3.92,1.212,537
2024-08-23T00:00:00.000Z,1.4,51.9,3.8,3.15,4.59,2.647,555
2024-08-24T00:00:00.000Z,1.17,4.9,2.1,1.83,2.38,0.654,555
2024-08-25T00:00:00.000Z,0.47,18.52,4.25,2.29,6.45,4.26,545
2024-08-26T00:00:00.000Z,2.54,10.25,6.2,3.55,8.3,2.342,543
2024-08-27T00:00:00.000Z,1.38,8.69,4.75,2.58,6.18,1.945,544
2024-08-28T00:00:00.000Z,4.25,11.02,6.22,5.25,7.7,1.538,559
2024-08-29T00:00:00.000Z,5.38,20.95,11.75,7.8,15.24,4.138,540
2024-08-30T00:00:00.000Z,1.4,28.65,6.35,2.2,12.38,7.072,546
2024-08-31T00:00:00.000Z,0.8,14.57,2.4,1.4,9.51,4.539,545
2024-09-01T00:00:00.000Z,1.02,2.87,1.7,1.45,2,0.381,214
2024-09-03T00:00:00.000Z,1.42,4.59,2.29,2,2.95,0.619,330
2024-09-04T00:00:00.000Z,3.38,20.02,10.92,9.14,12.51,3.026,548
2024-09-05T00:00:00.000Z,5.82,19.3,12.02,7.97,14.5,3.704,542
2024-09-06T00:00:00.000Z,6.72,18.95,10.05,8.43,15.95,3.771,533
2024-09-07T00:00:00.000Z,3.7,22.52,8.6,6.46,11.56,3.708,489
2024-09-08T00:00:00.000Z,7.47,28.67,13.98,10.05,21.08,5.826,531
2024-09-09T00:00:00.000Z,3.63,16.98,8.1,6.07,11.52,3.317,531
2024-09-10T00:00:00.000Z,1.02,5.97,2,1.67,2.54,0.818,530
2024-09-11T00:00:00.000Z,1.25,5.57,2.1,1.75,2.38,0.538,560
2024-09-12T00:00:00.000Z,0.52,4.3,1.5,0.98,2.42,0.902,552
2024-09-13T00:00:00.000Z,0.6,22.02,1.4,1.12,1.67,1.9,510
2024-09-14T00:00:00.000Z,0.5,32.29,1.4,0.77,1.7,1.424,572
2024-09-15T00:00:00.000Z,0.77,4.55,1.58,1.2,1.97,0.526,550
2024-09-16T00:00:00.000Z,0.9,3.3,1.8,1.47,2.33,0.547,570
2024-09-17T00:00:00.000Z,0.9,12.02,2.29,1.45,2.7,1.763,535
2024-09-18T00:00:00.000Z,0.95,10.9,2.47,1.58,3.43,1.425,553
2024-09-19T00:00:00.000Z,1.05,6.07,2.17,1.7,2.95,0.99,550
2024-09-20T00:00:00.000Z,1.2,15.63,3.67,2.4,5.23,2.037,551
2024-09-21T00:00:00.000Z,0.9,9.43,1.55,1.3,6.1,2.584,570
2024-09-22T00:00:00.000Z,1.25,23.35,2.38,1.85,4.78,2.67,567
2024-09-23T00:00:00.000Z,7.3,34.65,14.39,12.85,16.38,3.506,550
2024-09-24T00:00:00.000Z,10.93,47.2,21.95,13.69,26.9,7.498,548
2024-09-25T00:00:00.000Z,1,41.67,2.13,1.83,10.77,10.08,550
2024-09-26T00:00:00.000Z,0.85,11.57,2,1.63,2.29,0.782,570
2024-09-27T00:00:00.000Z,0.5,8.07,0.8,0.7,0.97,0.655,414
2024-09-28T00:00:00.000Z,0.6,13.17,1,0.87,1.27,0.928,401
2024-09-29T00:00:00.000Z,0.5,344.57,1,0.8,1.14,20.499,489
2024-09-30T00:00:00.000Z,0.93,5.9,1.75,1.4,2,0.464,535
2024-10-01T00:00:00.000Z,0.5,13.13,1.2,0.9,1.8,2.062,550
2024-10-02T00:00:00.000Z,0.5,3.43,1.3,0.97,1.63,0.489,560
2024-10-03T00:00:00.000Z,0.4,4.76,1.4,0.7,1.7,0.78,556
2024-10-04T00:00:00.000Z,0.6,200.77,1.5,1.1,2.9,17.153,569
2024-10-05T00:00:00.000Z,0.98,15.07,2,1.6,4.76,2.599,548
2024-10-06T00:00:00.000Z,1,5.43,2,1.6,2.42,0.896,559
2024-10-07T00:00:00.000Z,1.1,39.7,2.97,1.67,4.7,3.864,562
2024-10-08T00:00:00.000Z,3.7,31.25,10.8,5.8,15.25,7.397,555
2024-10-09T00:00:00.000Z,1.52,36,6.15,3.35,9.25,5.877,558
2024-10-10T00:00:00.000Z,0.5,15.4,2.1,1.12,7.64,3.965,561
2024-10-11T00:00:00.000Z,0.4,6.2,0.7,0.6,1.1,0.612,572
2024-10-12T00:00:00.000Z,0.6,10.7,1.5,1.1,1.87,0.68,577
2024-10-13T00:00:00.000Z,1.45,6.2,2.29,2.02,2.77,0.683,559
2024-10-14T00:00:00.000Z,0.9,7.57,1.96,1.55,2.4,0.701,560
2024-10-15T00:00:00.000Z,0.5,2.4,1,0.83,1.27,0.363,551
2024-10-16T00:00:00.000Z,0.95,128.8,3.4,1.7,5.01,6.381,577
2024-10-17T00:00:00.000Z,2,18.75,3.57,2.83,4.53,1.558,554
2024-10-18T00:00:00.000Z,2.73,16.57,6.9,4.37,9.48,2.861,575
2024-10-19T00:00:00.000Z,6.88,33.63,15.48,10.77,20,5.423,562
2024-10-20T00:00:00.000Z,2.13,30.77,6.07,3.7,14.32,7.009,562
2024-10-21T00:00:00.000Z,2.1,8.82,4.88,4.25,5.47,1.377,571
2024-10-22T00:00:00.000Z,1.7,6.9,3.4,2.8,5.3,1.356,555
2024-10-23T00:00:00.000Z,1.12,4.59,2.2,1.8,3.28,0.838,567
2024-10-24T00:00:00.000Z,1.52,6.07,3.25,2.54,3.97,1.028,550
2024-10-25T00:00:00.000Z,2.29,23.7,4.57,3.1,15.33,6.911,510
2024-10-26T00:00:00.000Z,6.83,39.25,21.12,16.57,26.35,6.467,556
2024-10-27T00:00:00.000Z,0.8,25.07,2.5,1.62,16.27,7.604,549
2024-10-28T00:00:00.000Z,1.03,17.1,2.25,1.83,3.5,1.684,547
2024-10-29T00:00:00.000Z,0.5,13.57,1.1,0.9,1.4,0.775,563
2024-10-30T00:00:00.000Z,0.56,9.5,1.2,0.9,1.5,0.619,548
2024-10-31T00:00:00.000Z,1.3,4.53,2.9,2.29,3.3,0.704,546
2024-11-01T00:00:00.000Z,0.4,3.63,0.8,0.6,2.15,0.923,546
2024-11-02T00:00:00.000Z,0.5,11.07,1,0.8,1.3,0.767,527
2024-11-03T00:00:00.000Z,0.4,5.5,0.98,0.7,1.27,0.489,509
2024-11-04T00:00:00.000Z,0.5,32.2,0.8,0.7,1.7,3.228,466
2024-11-05T00:00:00.000Z,0.7,22.07,1.9,1.27,2.17,1.66,389
2024-11-06T00:00:00.000Z,0.5,40.47,1.9,1.4,2.73,2.373,390
2024-11-07T00:00:00.000Z,0.5,22.73,1.3,0.9,1.8,1.868,492
2024-11-08T00:00:00.000Z,1.7,21.57,5.63,4.8,7.03,2.527,399
2024-11-09T00:00:00.000Z,0.5,30.8,1.8,1.17,3.45,2.337,392
2024-11-10T00:00:00.000Z,0.67,14.63,1.2,0.97,1.8,2.332,344
2024-11-11T00:00:00.000Z,0.9,8.33,2.06,1.43,2.4,0.929,411
2024-11-12T00:00:00.000Z,0.8,171.77,2.23,1.4,6.93,15.872,277
