date,min,max,median,q1,q3,stdev,count
2023-01-25T00:00:00.000Z,0.7,27.13,2.2,1.3,4.43,2.836,483
2023-01-26T00:00:00.000Z,0.6,67.13,0.9,0.8,2.7,5.606,530
2023-01-27T00:00:00.000Z,0.67,8.8,1.25,1,2.9,1.822,418
2023-01-28T00:00:00.000Z,1.1,12.37,2.43,1.83,2.93,0.937,519
2023-01-29T00:00:00.000Z,0.9,8.4,2.4,2.02,2.93,0.92,519
2023-01-30T00:00:00.000Z,0.5,9.33,1,0.8,1.39,0.816,484
2023-01-31T00:00:00.000Z,0.63,23.7,1.43,1,2.43,2.468,483
2023-02-01T00:00:00.000Z,0.8,33.27,2,1.6,3.2,2.515,502
2023-02-02T00:00:00.000Z,0.5,200.77,1.53,1.1,2.7,10.841,494
2023-02-03T00:00:00.000Z,0.9,14.47,2.5,1.67,3.8,2.407,386
2023-02-04T00:00:00.000Z,0.8,47.93,1.57,1.12,2.77,5.755,558
2023-02-05T00:00:00.000Z,1.1,19.53,1.7,1.5,1.9,0.998,476
2023-02-06T00:00:00.000Z,1.1,38.93,2.5,1.57,5.09,4.254,441
2023-02-07T00:00:00.000Z,3.3,15.07,5.3,4.67,7.07,1.723,458
2023-02-08T00:00:00.000Z,1.8,40.1,4,3.37,11.3,5.14,395
2023-02-09T00:00:00.000Z,0.6,22.93,6.99,3.07,9.8,4.185,446
2023-02-10T00:00:00.000Z,0.6,20.93,1.3,0.97,2.47,1.64,459
2023-02-11T00:00:00.000Z,0.8,15.93,1.6,1.2,2.06,1.259,432
2023-02-12T00:00:00.000Z,1,28.37,2.35,1.9,3.2,3.054,490
2023-02-13T00:00:00.000Z,0.6,4.7,1.59,1.27,1.83,0.494,386
2023-02-14T00:00:00.000Z,1.1,41.7,3.34,1.6,6.97,3.862,440
2023-02-15T00:00:00.000Z,8.9,20.3,16.17,14,17.13,2.677,382
2023-02-16T00:00:00.000Z,3.03,54.87,15.43,9.02,28.33,13.184,413
2023-02-17T00:00:00.000Z,0.4,79.2,4.76,2.99,10.82,5.651,389
2023-02-18T00:00:00.000Z,0.4,10.23,0.7,0.6,0.9,0.515,504
2023-02-19T00:00:00.000Z,0.6,12.8,0.9,0.8,1.23,0.961,430
2023-02-20T00:00:00.000Z,0.6,4.9,1.42,1.17,1.7,0.43,492
2023-02-21T00:00:00.000Z,0.6,13.17,1.9,1.33,2.4,1.377,499
2023-02-22T00:00:00.000Z,1.73,10.73,2.73,2.29,3.8,1.16,402
2023-02-23T00:00:00.000Z,1.3,82.67,3.57,2.47,4.26,4.217,379
2023-02-24T00:00:00.000Z,0.73,20.97,3.67,1.43,6.6,3.221,513
2023-02-25T00:00:00.000Z,0.6,2.33,1.1,0.93,1.39,0.316,428
2023-02-26T00:00:00.000Z,0.6,12.7,1,0.9,1.2,0.699,503
2023-02-27T00:00:00.000Z,0.35,2.6,0.7,0.6,1.1,0.393,500
2023-02-28T00:00:00.000Z,0.4,55.17,0.87,0.63,1.09,2.881,428
2023-03-01T00:00:00.000Z,0.4,4.8,0.87,0.7,1,0.336,503
2023-03-02T00:00:00.000Z,0.56,37.13,1,0.9,1.23,2.566,527
2023-03-03T00:00:00.000Z,0.6,19.1,1.43,1.03,1.8,1.381,415
2023-03-04T00:00:00.000Z,0.6,8.13,0.97,0.9,1.1,0.566,507
2023-03-05T00:00:00.000Z,0.6,16.67,1,0.9,1.21,1.84,529
2023-03-06T00:00:00.000Z,0.7,19.47,1.63,1.23,2.06,1.845,474
2023-03-07T00:00:00.000Z,1.43,16.53,2.23,2,3.2,2.508,259
2023-03-09T00:00:00.000Z,0.7,39.47,2.2,1.9,2.6,3.228,388
2023-03-10T00:00:00.000Z,0.8,47.2,1.9,1.37,2.47,2.882,538
2023-03-11T00:00:00.000Z,0.8,13.93,1.9,1.4,2.29,1.484,525
2023-03-12T00:00:00.000Z,0.5,19.43,1.3,1,1.63,1.642,522
2023-03-13T00:00:00.000Z,0.5,7.23,1.57,1.1,1.83,0.775,525
2023-03-14T00:00:00.000Z,0.4,1.8,0.8,0.7,1,0.242,400
2023-03-15T00:00:00.000Z,0.6,21.27,1.2,0.9,1.5,1.346,550
2023-03-16T00:00:00.000Z,1.5,3.47,1.97,1.83,2.1,0.262,87
2023-03-17T00:00:00.000Z,1.3,8.36,2.83,1.87,5,1.864,501
2023-03-18T00:00:00.000Z,3.7,45.63,12.1,8.3,16.73,6.094,393
2023-03-19T00:00:00.000Z,1.2,32.13,5.3,2.89,7.24,4.776,509
2023-03-20T00:00:00.000Z,0.4,53.67,2.06,0.8,7.6,9.33,503
2023-03-21T00:00:00.000Z,0.77,10.27,2,1.2,3.2,1.512,517
2023-03-22T00:00:00.000Z,0.8,46.47,3.5,1.79,5.97,4.083,513
2023-03-23T00:00:00.000Z,1.1,7.57,3.5,2.67,5.4,1.774,379
2023-03-24T00:00:00.000Z,0.5,44.47,3.33,1.14,5.03,2.993,424
2023-03-25T00:00:00.000Z,0.6,8.43,1.5,1.2,1.87,0.682,499
2023-03-26T00:00:00.000Z,1.2,18.87,1.7,1.57,1.93,1.613,387
2023-03-27T00:00:00.000Z,1,26.67,1.8,1.5,2.2,2.638,408
2023-03-28T00:00:00.000Z,0.6,16.97,1.1,0.87,1.5,1.137,510
2023-03-29T00:00:00.000Z,1.07,4.2,1.7,1.5,2,0.453,448
2023-03-30T00:00:00.000Z,0.9,6.5,1.8,1.53,2.29,1.031,499
2023-03-31T00:00:00.000Z,0.7,14.87,1.6,1.3,1.9,1.263,501
2023-04-01T00:00:00.000Z,0.5,8.43,1.4,1,1.7,0.581,310
2023-04-02T00:00:00.000Z,0.7,13.3,1.3,1.07,1.53,0.918,433
2023-04-03T00:00:00.000Z,0.7,56.77,1.4,1.12,1.7,3,481
2023-04-04T00:00:00.000Z,0.6,11.4,1.33,0.9,1.7,0.96,564
2023-04-05T00:00:00.000Z,0.87,20.9,1.83,1.37,2.2,1.405,566
2023-04-06T00:00:00.000Z,1.1,4.47,2.06,1.6,2.63,0.738,547
2023-04-07T00:00:00.000Z,0.9,6.77,2,1.35,3.3,1.088,551
2023-04-08T00:00:00.000Z,0.6,5.53,1.37,0.97,2.7,0.944,583
2023-04-09T00:00:00.000Z,0.98,4.13,1.67,1.43,1.87,0.395,464
2023-04-10T00:00:00.000Z,0.9,16.14,1.67,1.38,2,1.004,445
2023-04-11T00:00:00.000Z,2.9,18.82,6.5,3.84,7.97,3.316,492
2023-04-12T00:00:00.000Z,10.8,25.6,17.17,13.93,19.89,3.55,193
2023-04-13T00:00:00.000Z,5.38,15.5,9.4,6.73,10.75,2.328,489
2023-04-14T00:00:00.000Z,4.3,21.37,6.83,5.77,7.97,1.649,574
2023-04-15T00:00:00.000Z,2.22,6.07,3,2.72,3.9,0.789,579
2023-04-16T00:00:00.000Z,1.73,4.09,2.4,2.2,3.03,0.544,581
2023-04-17T00:00:00.000Z,1,6.5,2.14,1.8,2.45,0.704,438
2023-04-18T00:00:00.000Z,0.5,4.34,1,0.77,1.83,0.631,431
2023-04-19T00:00:00.000Z,0.4,4.33,0.77,0.6,0.9,0.251,455
2023-04-20T00:00:00.000Z,0.6,5.97,1.2,1,1.4,0.367,586
2023-04-21T00:00:00.000Z,0.8,2.47,1.4,1.12,1.83,0.417,503
2023-04-22T00:00:00.000Z,0.98,2.83,1.6,1.4,2.17,0.448,516
2023-04-23T00:00:00.000Z,1.4,3.2,2.43,2.13,2.63,0.367,225
2023-04-24T00:00:00.000Z,1.43,12.57,3.4,2.12,6.6,2.788,517
2023-04-25T00:00:00.000Z,0.5,6.5,2.27,1.3,3.03,1.106,585
2023-04-26T00:00:00.000Z,0.5,1.5,0.73,0.63,1,0.23,559
2023-04-27T00:00:00.000Z,0.4,3.47,0.9,0.7,1.47,0.484,584
2023-04-28T00:00:00.000Z,0.5,60.03,1,0.7,1.2,3.63,361
2023-04-29T00:00:00.000Z,0.7,22.03,1.3,1.2,1.5,1.025,570
2023-04-30T00:00:00.000Z,0.55,5.87,1.2,0.83,1.4,0.52,415
2023-05-01T00:00:00.000Z,0.5,6.7,2.97,1.2,4.26,1.748,335
2023-05-02T00:00:00.000Z,0.5,1.9,1.1,0.8,1.4,0.333,487
2023-05-03T00:00:00.000Z,0.47,1.57,0.93,0.7,1.2,0.281,355
2023-05-04T00:00:00.000Z,0.7,22.3,1.17,0.95,1.4,1.197,578
2023-05-05T00:00:00.000Z,0.7,2.57,1.53,1.1,1.9,0.435,392
2023-05-06T00:00:00.000Z,1,3,1.67,1.42,2.02,0.386,578
2023-05-07T00:00:00.000Z,0.85,4.57,1.6,1.3,2.43,0.672,384
2023-05-08T00:00:00.000Z,1.35,3.43,1.97,1.7,2.2,0.364,550
2023-05-09T00:00:00.000Z,1.53,4.23,2.1,1.9,3.2,0.725,254
2023-05-10T00:00:00.000Z,1.9,4.07,2.9,2.6,3.27,0.444,538
2023-05-11T00:00:00.000Z,2.27,5.77,3.55,3.08,4.59,0.866,340
2023-05-12T00:00:00.000Z,3.1,5.43,3.9,3.6,4.45,0.56,207
2023-05-13T00:00:00.000Z,2.6,10.07,4.68,3.55,6.67,1.839,467
2023-05-14T00:00:00.000Z,2.25,9.6,3.63,3.03,6.67,2.203,571
2023-05-15T00:00:00.000Z,2.25,10.93,4.18,3.28,6.13,2.057,567
2023-05-16T00:00:00.000Z,3.03,8.07,5,4.5,6,1.112,453
2023-05-17T00:00:00.000Z,0.4,4.4,0.6,0.55,0.77,0.508,466
2023-05-18T00:00:00.000Z,0.5,1.93,0.9,0.76,1.12,0.26,568
2023-05-19T00:00:00.000Z,1.12,167.88,1.83,1.6,2.04,8.751,523
2023-05-20T00:00:00.000Z,1.37,5.18,2.52,1.85,3.27,0.806,575
2023-05-21T00:00:00.000Z,1.2,4.8,2.2,1.9,2.64,0.708,557
2023-05-22T00:00:00.000Z,3.2,7.57,4.8,4.34,6.09,1.022,209
2023-05-23T00:00:00.000Z,2.2,8.38,4.07,3.47,4.76,1.244,561
2023-05-24T00:00:00.000Z,2.5,18.03,3.85,3.47,6.3,4.077,558
2023-05-25T00:00:00.000Z,0.9,3.6,1.7,1.42,2.2,0.543,518
2023-05-26T00:00:00.000Z,0.6,1.93,1.4,1.1,1.6,0.285,143
2023-05-27T00:00:00.000Z,0.82,5.27,1.6,1.33,1.73,0.775,341
2023-05-28T00:00:00.000Z,0.6,9.33,1.4,0.9,4.29,2.38,489
2023-05-29T00:00:00.000Z,0.8,2.27,1.5,1.3,1.63,0.242,446
2023-05-30T00:00:00.000Z,0.7,2,1.4,1.2,1.5,0.251,470
2023-05-31T00:00:00.000Z,0.53,2.54,1.25,1,1.5,0.363,353
2023-06-01T00:00:00.000Z,0.43,1.45,0.82,0.7,1,0.194,551
2023-06-02T00:00:00.000Z,0.4,3.17,0.7,0.6,0.9,0.268,566
2023-06-03T00:00:00.000Z,0.77,2.08,1.2,1.08,1.35,0.232,449
2023-06-04T00:00:00.000Z,0.4,2.04,0.75,0.6,1,0.27,534
2023-06-05T00:00:00.000Z,0.8,3.7,1.5,1.23,2.13,0.599,570
2023-06-06T00:00:00.000Z,1.1,4.53,3.3,2.58,3.7,0.893,362
2023-06-07T00:00:00.000Z,0.9,2.78,1.7,1.4,2.1,0.397,578
2023-06-08T00:00:00.000Z,1.8,3.3,2.47,2.33,2.65,0.271,442
2023-06-09T00:00:00.000Z,0.6,2.9,1.3,1.08,1.6,0.491,576
2023-06-10T00:00:00.000Z,0.56,1.67,0.9,0.77,1.1,0.21,555
2023-06-11T00:00:00.000Z,0.85,2.7,1.3,1.17,1.52,0.375,579
2023-06-12T00:00:00.000Z,1.2,3.2,2.08,1.7,2.4,0.416,578
2023-06-13T00:00:00.000Z,1.9,8.44,3.05,2.6,3.99,1.267,577
2023-06-14T00:00:00.000Z,3.25,6.88,4.43,4,5.15,0.801,574
2023-06-15T00:00:00.000Z,2.9,8.23,4.57,3.97,5.2,1.078,580
2023-06-16T00:00:00.000Z,3.03,17.8,4.55,3.94,6.13,1.42,576
2023-06-17T00:00:00.000Z,4.25,9.73,6.43,5.55,7.63,1.285,574
2023-06-18T00:00:00.000Z,5.3,15.32,9,7.67,12.77,2.663,569
2023-06-19T00:00:00.000Z,4.47,22,12.77,7.3,14.5,4.445,374
2023-06-20T00:00:00.000Z,6.82,35.04,10.8,8.18,18.67,6.276,555
2023-06-21T00:00:00.000Z,5.82,18.32,12.18,9.93,14.68,2.931,575
2023-06-22T00:00:00.000Z,1.42,16.2,4,2.54,7.3,4.05,573
2023-06-23T00:00:00.000Z,0.7,11.93,2.08,1.8,3.72,3.051,567
2023-06-24T00:00:00.000Z,0.7,4.63,1.73,1.5,2.1,0.52,575
2023-06-25T00:00:00.000Z,1.7,4.84,2.78,2.2,3.15,0.676,588
2023-06-26T00:00:00.000Z,2.1,4.84,3.03,2.75,3.67,0.609,503
2023-06-27T00:00:00.000Z,1.83,6.2,3.46,2.8,4.38,1,580
2023-06-28T00:00:00.000Z,2.52,7.85,3.9,3.22,5.35,1.339,582
2023-06-29T00:00:00.000Z,0.95,6.78,2.63,1.58,4.03,1.475,574
2023-06-30T00:00:00.000Z,1.6,16.32,4.22,2.6,6.68,3.579,575
2023-07-01T00:00:00.000Z,1.7,5.75,3.63,2.72,4.75,1.159,378
2023-07-02T00:00:00.000Z,1.38,6.45,2.65,2.27,3.69,1.115,580
2023-07-03T00:00:00.000Z,1,4.9,3.14,2.08,3.6,0.917,556
2023-07-04T00:00:00.000Z,0.8,4.45,2.1,1.35,2.88,0.817,403
2023-07-05T00:00:00.000Z,1.2,9.9,3.13,1.85,4.88,1.814,540
2023-07-06T00:00:00.000Z,1.33,11.98,5.4,3.5,6.25,2.247,278
2023-07-07T00:00:00.000Z,0.77,7.45,2.8,1.8,4.88,1.679,495
2023-07-08T00:00:00.000Z,1.1,6.45,2.49,1.92,3.05,0.881,218
2023-07-09T00:00:00.000Z,1.1,5.93,2.72,1.85,3.94,1.216,369
2023-07-10T00:00:00.000Z,1.5,4.88,2.69,2,3.69,0.873,356
2023-07-11T00:00:00.000Z,1.9,4.9,3.15,2.7,3.78,0.679,534
2023-07-12T00:00:00.000Z,0.7,40.45,6.03,4.84,7.03,3.447,554
2023-07-13T00:00:00.000Z,0.6,5.68,2.04,1.3,3.3,1.244,550
2023-07-14T00:00:00.000Z,0.8,6.65,1.7,1.2,3,1.608,539
2023-07-15T00:00:00.000Z,1.4,5.47,2.29,1.98,3.2,0.889,583
2023-07-16T00:00:00.000Z,1.5,10.4,3.59,2.63,5.05,2.013,586
2023-07-17T00:00:00.000Z,1.6,4.63,3.28,2.52,3.85,0.756,310
2023-07-18T00:00:00.000Z,0.5,3.33,1.1,0.9,1.77,0.643,543
2023-07-19T00:00:00.000Z,0.4,3.95,1.34,0.9,2.58,0.949,470
2023-07-20T00:00:00.000Z,0.4,5.5,1,0.8,2.13,1.369,565
2023-07-21T00:00:00.000Z,0.6,5.68,1.45,1.1,3,1.469,578
2023-07-22T00:00:00.000Z,0.6,9.27,1.3,0.93,1.7,0.578,581
2023-07-23T00:00:00.000Z,0.85,4.82,1.55,1.2,2.38,0.833,580
2023-07-24T00:00:00.000Z,0.88,7.47,1.9,1.48,2.6,1.135,583
2023-07-25T00:00:00.000Z,0.5,8.5,2.04,1.32,3.29,1.928,585
2023-07-26T00:00:00.000Z,0.5,4.7,1.1,0.88,2.02,1.181,582
2023-07-27T00:00:00.000Z,0.7,2.85,1.54,1.3,1.83,0.432,574
2023-07-28T00:00:00.000Z,0.5,3.15,1.48,1.12,1.9,0.488,571
2023-07-29T00:00:00.000Z,1.33,5.47,2.6,2,3.5,0.937,584
2023-07-30T00:00:00.000Z,1.35,69.93,3.03,2.25,5.6,4.712,586
2023-07-31T00:00:00.000Z,1,5.18,2,1.55,3.22,1.025,586
2023-08-01T00:00:00.000Z,0.98,15.4,2.29,1.6,3.4,2.005,588
2023-08-02T00:00:00.000Z,0.85,5.63,2.4,1.35,3.4,1.148,575
2023-08-03T00:00:00.000Z,1.3,11.48,2.8,2.25,3.78,1.613,568
2023-08-04T00:00:00.000Z,1.14,4.47,2.72,2.1,3.15,0.713,580
2023-08-05T00:00:00.000Z,1.7,8.65,3.17,2.7,4.05,1.399,574
2023-08-06T00:00:00.000Z,1.1,27.1,3.2,2.5,3.67,2.459,577
2023-08-07T00:00:00.000Z,0.8,21.65,9.47,2.54,16.2,6.408,532
2023-08-08T00:00:00.000Z,0.3,2.6,1.2,0.8,1.6,0.493,588
2023-08-09T00:00:00.000Z,0.8,4.22,1.49,1.25,1.88,0.611,576
2023-08-10T00:00:00.000Z,0.3,2.6,0.65,0.52,0.82,0.336,567
2023-08-11T00:00:00.000Z,0.45,3.7,1.75,1.08,2.17,0.708,573
2023-08-12T00:00:00.000Z,2.04,8.88,3.8,3.14,5.09,1.486,588
2023-08-13T00:00:00.000Z,0.7,8.38,2.4,1.6,3.42,1.579,582
2023-08-14T00:00:00.000Z,1.2,8.82,3.05,1.9,5.75,2.18,585
2023-08-15T00:00:00.000Z,2.25,20.05,6.13,4.82,7.28,3.324,571
2023-08-16T00:00:00.000Z,0.6,39.1,1.77,1.1,4.93,6.793,583
2023-08-17T00:00:00.000Z,0.43,3.5,0.95,0.75,1.6,0.682,578
2023-08-18T00:00:00.000Z,0.6,2.88,1.63,1,1.88,0.502,443
2023-08-19T00:00:00.000Z,0.9,3.63,1.6,1.35,2,0.598,424
2023-08-20T00:00:00.000Z,1.1,10.07,4.7,2.8,6.6,2.293,562
2023-08-21T00:00:00.000Z,1.27,15.9,3.2,2.06,6.88,3.287,560
2023-08-22T00:00:00.000Z,0.9,8.44,2.99,2.13,5.13,2.039,574
2023-08-23T00:00:00.000Z,0.95,6.82,2.7,1.82,3.45,1.332,577
2023-08-24T00:00:00.000Z,1.1,5.95,2.35,1.8,3.29,1.127,569
2023-08-25T00:00:00.000Z,2,7.47,4.25,3.67,4.75,0.845,566
2023-08-26T00:00:00.000Z,0.63,28.98,3.62,2.25,5.47,3.237,574
2023-08-27T00:00:00.000Z,1,4.05,2,1.6,2.8,0.713,561
2023-08-28T00:00:00.000Z,0.9,12.05,2.72,1.74,4.43,2.305,564
2023-08-29T00:00:00.000Z,0.9,5.88,2.19,1.79,3,1.074,580
2023-08-30T00:00:00.000Z,0.7,4.2,1.8,1.2,2.8,0.884,575
2023-08-31T00:00:00.000Z,0.95,3.9,1.98,1.6,2.4,0.522,512
2023-09-01T00:00:00.000Z,1.4,7.88,2.6,2.2,2.9,0.672,570
2023-09-02T00:00:00.000Z,0.8,2.95,1.85,1.38,2.17,0.464,556
2023-09-03T00:00:00.000Z,0.8,4.95,2.23,1.7,2.8,0.831,472
2023-09-04T00:00:00.000Z,1.38,42.6,3.55,2.47,4.18,2.078,550
2023-09-05T00:00:00.000Z,0.8,7.65,3.39,2.78,4.72,1.449,534
2023-09-06T00:00:00.000Z,0.77,1.88,1.2,1.05,1.33,0.217,539
2023-09-07T00:00:00.000Z,1.23,11.93,5.22,2.85,7.85,2.931,558
2023-09-08T00:00:00.000Z,5.5,36.38,8.98,7.22,10.93,4.766,571
2023-09-09T00:00:00.000Z,4.5,20.2,8.71,6.75,11.15,2.931,574
2023-09-10T00:00:00.000Z,9.68,34.63,18.85,13.9,22.5,5.448,555
2023-09-11T00:00:00.000Z,2.97,20.55,6.2,4.9,10.77,4.658,546
2023-09-12T00:00:00.000Z,0.8,27.9,2.74,1.7,12.85,7.437,578
2023-09-13T00:00:00.000Z,0.6,5.07,1.7,1.2,2.29,0.856,563
2023-09-14T00:00:00.000Z,0.5,29.92,0.9,0.77,1.1,1.398,581
2023-09-15T00:00:00.000Z,1,26.8,2.4,1.92,2.7,1.789,567
2023-09-16T00:00:00.000Z,2.29,25.75,3.45,3.03,6.28,2.818,571
2023-09-17T00:00:00.000Z,0.5,6.82,0.8,0.7,1.12,0.893,582
2023-09-18T00:00:00.000Z,0.7,21.65,1.73,1.2,3.25,3.838,561
2023-09-19T00:00:00.000Z,0.82,51.53,1.83,1.5,21.19,11.801,548
2023-09-20T00:00:00.000Z,0.6,6.4,1.2,0.95,2.7,1.283,550
2023-09-21T00:00:00.000Z,1.55,11.57,3.58,2.58,4.53,1.938,580
2023-09-22T00:00:00.000Z,0.7,26.42,8.48,1.78,11.81,6.29,577
2023-09-23T00:00:00.000Z,0.9,4.13,2.02,1.55,2.58,0.643,581
2023-09-24T00:00:00.000Z,0.6,4.09,1.54,1,2.58,0.903,562
2023-09-25T00:00:00.000Z,1.3,4,2.13,1.88,2.47,0.469,579
2023-09-26T00:00:00.000Z,2.38,7.2,4.34,3.6,5.09,0.98,558
2023-09-27T00:00:00.000Z,5.6,21.65,11.73,9.82,13.45,3.031,563
2023-09-28T00:00:00.000Z,4,26.4,10.65,8.77,14.68,4.251,583
2023-09-29T00:00:00.000Z,1.8,9.63,3.7,3.03,4.68,1.036,581
2023-09-30T00:00:00.000Z,0.5,5.55,2,1.17,3.55,1.35,573
2023-10-01T00:00:00.000Z,0.65,5.3,1.95,1.3,2.5,0.7,547
2023-10-02T00:00:00.000Z,1.3,6.6,3.15,2.6,3.8,1.074,555
2023-10-03T00:00:00.000Z,1.77,8.94,3.8,2.67,4.82,1.569,564
2023-10-04T00:00:00.000Z,0.4,7.13,1.17,0.8,2.6,1.638,573
2023-10-05T00:00:00.000Z,0.5,21.9,1.3,1.07,1.57,1.111,572
2023-10-06T00:00:00.000Z,0.4,4.93,2.7,1.3,3.41,1.194,569
2023-10-07T00:00:00.000Z,0.4,46.1,0.8,0.6,0.9,1.927,566
2023-10-08T00:00:00.000Z,0.6,10.3,0.97,0.87,1.1,0.586,568
2023-10-09T00:00:00.000Z,0.6,32.07,1.17,0.9,1.5,1.96,553
2023-10-10T00:00:00.000Z,0.75,23.87,1.5,1.3,2.1,2.249,544
2023-10-11T00:00:00.000Z,0.68,8.93,2.29,1.7,4.72,2.155,560
2023-10-12T00:00:00.000Z,0.4,7.2,0.93,0.8,1.23,0.465,563
2023-10-13T00:00:00.000Z,0.4,24.3,2.12,1.2,2.97,1.438,556
2023-10-14T00:00:00.000Z,0.7,3.17,1.62,1.3,2.1,0.543,560
2023-10-15T00:00:00.000Z,0.4,3.03,0.9,0.7,1,0.269,576
2023-10-16T00:00:00.000Z,0.4,1.37,0.8,0.7,0.9,0.164,570
2023-10-17T00:00:00.000Z,0.6,124.03,0.9,0.8,1,5.907,563
2023-10-18T00:00:00.000Z,0.43,7.67,1.59,0.8,2.33,0.906,560
2023-10-19T00:00:00.000Z,0.9,9.97,1.6,1.4,2,0.82,552
2023-10-20T00:00:00.000Z,1.2,5.53,1.73,1.5,2.29,0.551,583
2023-10-21T00:00:00.000Z,0.9,6.47,1.6,1.43,1.8,0.597,582
2023-10-22T00:00:00.000Z,1,6.67,1.8,1.43,2.6,1.037,577
2023-10-23T00:00:00.000Z,0.87,5.23,2.2,1.77,3.27,0.971,583
2023-10-24T00:00:00.000Z,1.6,295.17,3.8,3.13,5.47,16.068,577
2023-10-25T00:00:00.000Z,1.97,13.3,3.53,2.77,4.2,1.108,583
2023-10-26T00:00:00.000Z,1.4,4.5,2.29,1.93,2.6,0.445,579
2023-10-27T00:00:00.000Z,2.06,21.07,2.7,2.5,2.93,1.41,572
2023-10-28T00:00:00.000Z,1.1,12.6,2.2,1.97,2.37,1.006,582
2023-10-29T00:00:00.000Z,1.5,8.8,2.23,1.9,2.67,0.588,568
2023-10-30T00:00:00.000Z,0.5,15.97,1.47,0.89,1.97,1.151,581
2023-10-31T00:00:00.000Z,0.5,18.1,0.8,0.6,1,0.935,582
2023-11-01T00:00:00.000Z,0.6,1.7,0.83,0.8,0.97,0.158,563
2023-11-02T00:00:00.000Z,0.7,8.8,1.3,1,1.6,0.692,544
2023-11-03T00:00:00.000Z,1.2,83.53,7.87,5.09,13.45,7.921,580
2023-11-04T00:00:00.000Z,0.4,14.73,1.3,0.8,2.93,1.537,586
2023-11-05T00:00:00.000Z,2.3,16.53,11.23,6.63,12.63,3.381,584
2023-11-06T00:00:00.000Z,1.97,21.6,5.27,4.51,6.82,2.725,576
2023-11-07T00:00:00.000Z,0.6,14,1.7,1.03,2.9,1.756,574
2023-11-08T00:00:00.000Z,0.7,28.4,1.77,1,2.6,2.298,579
2023-11-09T00:00:00.000Z,0.6,74.8,2.35,1.23,5.37,4.725,544
2023-11-10T00:00:00.000Z,0.5,20.39,1.7,1.1,3.75,2.431,572
2023-11-11T00:00:00.000Z,2.13,31.8,5.17,3.83,8.75,4.283,584
2023-11-12T00:00:00.000Z,0.56,6.33,1,0.8,1.2,0.521,349
2023-11-13T00:00:00.000Z,1.17,36.2,1.83,1.6,2.1,2.245,578
2023-11-14T00:00:00.000Z,0.7,24.57,1.1,1,1.3,1.873,577
2023-11-15T00:00:00.000Z,0.8,114,1.6,1.3,2.06,5.529,575
2023-11-16T00:00:00.000Z,1.2,18.07,2.1,1.8,2.8,1.319,582
2023-11-17T00:00:00.000Z,1.1,29.93,1.93,1.73,2.31,2.655,572
2023-11-18T00:00:00.000Z,0.97,69.7,2.37,1.77,3.89,5.184,569
2023-11-19T00:00:00.000Z,3,13.67,5.79,4.73,6.9,1.923,562
2023-11-20T00:00:00.000Z,3.7,68.47,5.87,4.73,7.03,3.622,547
2023-11-21T00:00:00.000Z,1.4,75.63,2.29,1.8,3.43,4.005,564
2023-11-22T00:00:00.000Z,0.8,15.77,2.5,1.63,4.13,1.591,571
2023-11-23T00:00:00.000Z,0.6,17.07,1,0.8,1.7,1.066,580
2023-11-24T00:00:00.000Z,0.53,49.83,1,0.87,1.2,3.405,564
2023-11-25T00:00:00.000Z,0.83,30.77,1.47,1.2,2.83,3.525,562
2023-11-26T00:00:00.000Z,0.7,16.87,1.1,1,1.3,1.702,568
2023-11-27T00:00:00.000Z,0.8,86.07,2.6,2.25,3.01,4.615,573
2023-11-28T00:00:00.000Z,1.57,46.03,2.27,2.02,2.6,2.718,576
2023-11-29T00:00:00.000Z,1.1,8.86,2.17,1.73,2.4,0.589,571
2023-11-30T00:00:00.000Z,1.8,87.4,3.03,2.6,3.47,5.56,561
2023-12-01T00:00:00.000Z,2.29,16.3,3.1,2.77,3.37,1.393,518
2023-12-02T00:00:00.000Z,2,14.7,3.3,2.97,3.9,1.197,525
2023-12-03T00:00:00.000Z,1.7,41.3,2.33,2.1,3.05,2.464,580
2023-12-04T00:00:00.000Z,1.63,58.9,2.6,2.23,3.5,4.152,576
2023-12-05T00:00:00.000Z,1.57,80.3,3.03,2.4,5.07,7.608,495
2023-12-06T00:00:00.000Z,1.37,38.13,2.87,2.13,4.2,2.857,584
2023-12-07T00:00:00.000Z,1.6,12.1,3.43,2.57,5.63,1.731,583
2023-12-08T00:00:00.000Z,4.07,32.43,9.52,6.1,12.63,4.62,586
2023-12-09T00:00:00.000Z,4.7,24,8.57,6.7,13.1,3.828,572
2023-12-10T00:00:00.000Z,5.03,17.93,8.1,7.53,8.89,1.235,580
2023-12-11T00:00:00.000Z,3.7,12.13,6.52,4.97,7.95,1.98,556
2023-12-12T00:00:00.000Z,2.13,38.22,3.1,2.72,3.83,2.991,572
2023-12-13T00:00:00.000Z,1.53,61.87,3.3,2.8,3.93,4.48,579
2023-12-14T00:00:00.000Z,1.7,91.57,3.1,2.29,4.07,5.656,579
2023-12-15T00:00:00.000Z,3.3,17.97,5.57,4.83,6.93,2.427,586
2023-12-16T00:00:00.000Z,2.6,33.13,5.43,3.87,7.1,3.248,579
2023-12-17T00:00:00.000Z,1.2,80.03,3.23,2.5,4.5,5.67,582
2023-12-18T00:00:00.000Z,0.5,8.3,2.4,1.4,3.37,1.228,583
2023-12-19T00:00:00.000Z,0.53,21.93,1.69,1.2,2.83,1.308,580
